ts tx ty tz qx qy qz qw agent map
1403715922.284058 0.4343425 0.2966134 -0.8401063 0.0241792 -0.9085183 -0.2836805 0.3058355 1 4
1403715920.684058 0.4557903 0.4805984 -0.6803930 0.0097577 -0.8769246 -0.2833239 0.3881182 1 4
1403715920.384058 0.4636893 0.4820228 -0.6377316 0.0124153 -0.8560220 -0.3243129 0.4023597 1 4
1403715920.184058 0.4673207 0.4771120 -0.6140214 0.0248364 -0.8447933 -0.3400251 0.4124201 1 4
1403715922.034058 0.4406549 0.3308809 -0.8118339 0.0152611 -0.9031173 -0.3049943 0.3018690 1 4
1403715921.884058 0.4448991 0.3494399 -0.7969242 0.0165225 -0.9016600 -0.3109564 0.3000707 1 4
1403715921.534058 0.4484645 0.3993665 -0.7580053 0.0228933 -0.8986872 -0.3214021 0.2975531 1 4
1403715922.734058 0.4286978 0.2191657 -0.8782524 0.0339575 -0.9133625 -0.2705129 0.3023883 1 4
1403715922.184058 0.4366491 0.3119728 -0.8285797 0.0204213 -0.9058662 -0.2938476 0.3043732 1 4
1403715920.034058 0.4696655 0.4668196 -0.6032742 0.0360469 -0.8464211 -0.3321649 0.4146547 1 4
1403715919.684058 0.4801886 0.4301721 -0.6013625 0.0374055 -0.8502982 -0.3198981 0.4162439 1 4
1403715919.834058 0.4749267 0.4453121 -0.6003875 0.0433309 -0.8495422 -0.3203037 0.4169005 1 4
1403715920.284058 0.4660475 0.4811452 -0.6245677 0.0169648 -0.8489985 -0.3341525 0.4089693 1 4
1403715920.534058 0.4602342 0.4814271 -0.6601814 0.0094740 -0.8670316 -0.3035943 0.3949645 1 4
1403715920.834058 0.4519937 0.4747598 -0.6976937 0.0141395 -0.8867401 -0.2714251 0.3739257 1 4
1403715921.084058 0.4537072 0.4514855 -0.7229024 -0.0018085 -0.8942898 -0.2948903 0.3365743 1 4
1403715919.934058 0.4718077 0.4560597 -0.6007528 0.0433959 -0.8484353 -0.3242779 0.4160748 1 4
1403715921.684058 0.4476173 0.3792682 -0.7737011 0.0269277 -0.8987663 -0.3206320 0.2978071 1 4
1403715921.384058 0.4515152 0.4158583 -0.7464194 0.0129680 -0.8988421 -0.3162999 0.3030992 1 4
1403715923.534058 0.4482887 0.1432029 -0.8938428 0.0132786 -0.9085998 -0.2912542 0.2990671 1 4
1403715923.984058 0.4500505 0.1542563 -0.8764831 0.0059923 -0.9196702 -0.2570284 0.2968285 1 4
1403715923.034058 0.4293242 0.1921814 -0.8855324 0.0498327 -0.9108496 -0.2779846 0.3009889 1 4
1403715924.584058 0.4343528 0.2161644 -0.7897488 0.0235683 -0.9049010 -0.2941818 0.3066850 1 4
1403715924.284058 0.4416511 0.1880801 -0.8385660 0.0302275 -0.9171981 -0.2603480 0.3000882 1 4
1403715923.184058 0.4332976 0.1817464 -0.8862592 0.0513896 -0.9086870 -0.2848960 0.3008011 1 4
1403715922.434058 0.4308572 0.2701380 -0.8551226 0.0366645 -0.9098351 -0.2785589 0.3053862 1 4
1403715923.834058 0.4531231 0.1415187 -0.8869060 -0.0053482 -0.9147561 -0.2742492 0.2966146 1 4
1403715922.884058 0.4280001 0.2028389 -0.8834755 0.0430212 -0.9120982 -0.2747122 0.3012628 1 4
1403715923.384058 0.4408983 0.1581581 -0.8904167 0.0356793 -0.9063110 -0.2961217 0.2993982 1 4
1403715923.684058 0.4533967 0.1366514 -0.8933955 -0.0025166 -0.9114963 -0.2831495 0.2983196 1 4
1403715925.334058 0.3883477 0.2459368 -0.6555423 0.0176067 -0.8457898 -0.2374060 0.4774600 1 4
1403715925.184058 0.3977218 0.2504884 -0.6874360 0.0233047 -0.8666772 -0.2466577 0.4329983 1 4
1403715924.434058 0.4373671 0.2024846 -0.8140141 0.0301766 -0.9121358 -0.2754325 0.3020506 1 4
1403715925.784058 0.3658461 0.2100810 -0.5480815 -0.0138356 -0.7594513 -0.2270694 0.6094930 1 4
1403715924.134058 0.4450711 0.1705849 -0.8598235 0.0221198 -0.9202259 -0.2533116 0.2975368 1 4
1403715926.034058 0.3513440 0.1898230 -0.4844680 -0.0004467 -0.7011569 -0.2007635 0.6841584 1 4
1403715926.884058 0.3759491 0.1839764 -0.1458874 0.0219547 -0.4431262 -0.1289407 0.8868661 1 4
1403715926.784058 0.3644923 0.1832362 -0.1858209 0.0292175 -0.4762886 -0.1207041 0.8704746 1 4
1403715926.584058 0.3448300 0.1806542 -0.2704915 0.0452924 -0.5435548 -0.1162306 0.8300526 1 4
1403715925.584058 0.3760985 0.2286703 -0.5995138 -0.0110478 -0.7989104 -0.2397168 0.5515034 1 4
1403715924.784058 0.4349684 0.2370679 -0.7596160 0.0035191 -0.8984212 -0.2886561 0.3309149 1 4
1403715926.184058 0.3437767 0.1907550 -0.4378131 0.0110507 -0.6646073 -0.1650330 0.7286557 1 4
1403715924.984058 0.4141206 0.2441788 -0.7255372 -0.0026583 -0.8859110 -0.2764555 0.3724608 1 4
1403715926.384058 0.3388317 0.1817584 -0.3563055 0.0220304 -0.6085602 -0.1328601 0.7819958 1 4
1403715926.684058 0.3527830 0.1826272 -0.2277797 0.0383637 -0.5098687 -0.1159312 0.8515410 1 4
1403715926.984058 0.3904867 0.1790933 -0.1089945 0.0152417 -0.4160750 -0.1306720 0.8997634 1 4
1403715927.134058 0.4091683 0.1702023 -0.0590816 0.0220826 -0.3817433 -0.1221089 0.9159006 1 4
1403715927.684058 0.4705917 0.1456631 0.0668302 0.0970026 -0.2659653 -0.0569759 0.9573958 1 4
1403715927.384058 0.4383908 0.1567515 0.0153788 0.0672223 -0.3186263 -0.1295075 0.9365823 1 4
1403715927.184058 0.4154585 0.1673948 -0.0419092 0.0308604 -0.3688867 -0.1238564 0.9206681 1 4
1403715926.484058 0.3407702 0.1802428 -0.3141075 0.0378380 -0.5767248 -0.1217797 0.8069240 1 4
1403715926.284058 0.3404731 0.1833020 -0.3973717 0.0139630 -0.6386393 -0.1468344 0.7552381 1 4
1403715934.084058 0.7466072 -0.0957026 0.0277903 -0.0802837 0.1105087 0.0659439 0.9884300 1 4
1403715933.634058 0.7235078 -0.0031073 -0.0240684 -0.2130394 0.0822646 0.1015652 0.9682620 1 4
1403715927.234058 0.4225016 0.1639420 -0.0260527 0.0394721 -0.3558547 -0.1262491 0.9251328 1 4
1403715927.034058 0.3970147 0.1758146 -0.0925072 0.0147642 -0.4041397 -0.1290119 0.9054331 1 4
1403715933.784058 0.7221510 -0.0168885 -0.0356839 -0.2375459 0.0868666 0.0919997 0.9631003 1 4
1403715933.834058 0.7237247 -0.0252728 -0.0327402 -0.2357632 0.0896581 0.0876638 0.9636868 1 4
1403715928.684058 0.6098164 0.2901291 -0.0140688 0.0299713 0.1359366 0.0841851 0.9866792 1 4
1403715934.234058 0.7633388 -0.1388050 0.0795286 0.0524143 0.1221475 0.0535330 0.9896802 1 4
1403715934.134058 0.7506340 -0.1128109 0.0445896 -0.0346059 0.1152046 0.0627486 0.9907538 1 4
1403715933.734058 0.7211966 -0.0104055 -0.0353516 -0.2335668 0.0849699 0.0956917 0.9638827 1 4
1403715933.984058 0.7342253 -0.0643230 -0.0030295 -0.1684174 0.1021355 0.0755414 0.9774955 1 4
1403715933.934058 0.7312775 -0.0500875 -0.0159396 -0.2033846 0.0964741 0.0813790 0.9709299 1 4
1403715934.334058 0.7707043 -0.1612501 0.1137662 0.1122492 0.1276369 0.0456510 0.9843906 1 4
1403715934.284058 0.7675123 -0.1502214 0.0974477 0.0861189 0.1254726 0.0481587 0.9871783 1 4
1403715934.034058 0.7389982 -0.0786494 0.0138415 -0.1253606 0.1068159 0.0724354 0.9836810 1 4
1403715933.884058 0.7260482 -0.0365352 -0.0260026 -0.2253730 0.0931497 0.0831466 0.9662385 1 4
1403715935.584058 0.6800559 -0.0534837 -0.1875913 -0.1474943 0.0984142 0.0704861 0.9816272 1 4
1403715935.134058 0.7333205 -0.1502310 0.0097961 0.0360032 0.1031191 0.0646075 0.9919154 1 4
1403715934.734058 0.7784566 -0.1929990 0.1641297 0.2387786 0.1209232 0.0368071 0.9628124 1 4
1403715934.934058 0.7609767 -0.1806948 0.1063825 0.1786452 0.1095570 0.0482752 0.9766027 1 4
1403715935.034058 0.7487684 -0.1690310 0.0592688 0.1070527 0.1047526 0.0578961 0.9870232 1 4
1403715934.634058 0.7826102 -0.1925492 0.1694674 0.2236863 0.1262506 0.0342926 0.9658412 1 4
1403715934.584058 0.7834002 -0.1903173 0.1672528 0.2112578 0.1273481 0.0351117 0.9684626 1 4
1403715934.434058 0.7787828 -0.1773873 0.1410624 0.1584202 0.1287671 0.0401423 0.9781159 1 4
1403715934.884058 0.7652773 -0.1856643 0.1262882 0.2104184 0.1122814 0.0453920 0.9700807 1 4
1403715936.534058 0.6671760 -0.0191855 -0.1075747 0.0864723 0.1297325 0.0554294 0.9862148 1 4
1403715935.684058 0.6717054 -0.0311999 -0.2122164 -0.1655184 0.0973090 0.0714944 0.9787866 1 4
1403715936.184058 0.6630447 0.0007135 -0.1896342 -0.0725587 0.1143082 0.0572384 0.9891374 1 4
1403715935.484058 0.6909955 -0.0768931 -0.1545157 -0.1266401 0.0984250 0.0719320 0.9844291 1 4
1403715935.384058 0.7018448 -0.1004360 -0.1140607 -0.0959577 0.0994556 0.0723129 0.9877609 1 4
1403715935.934058 0.6598085 0.0044699 -0.2320054 -0.1976496 0.0982720 0.0715333 0.9727077 1 4
1403715937.934058 0.5677563 0.1322499 -0.1751959 -0.0814929 -0.0536256 0.0048845 0.9952183 1 4
1403715937.034058 0.6440867 -0.0021949 -0.0941622 0.0512212 0.1272922 0.0653864 0.9883814 1 4
1403715935.784058 0.6649880 -0.0122699 -0.2278514 -0.1835091 0.0967186 0.0723349 0.9755704 1 4
1403715936.084058 0.6610584 0.0031127 -0.2118212 -0.1423533 0.1057798 0.0665923 0.9818919 1 4
1403715936.284058 0.6664800 -0.0078165 -0.1644734 -0.0053173 0.1216542 0.0504049 0.9912776 1 4
1403715937.534058 0.6017509 0.0590179 -0.1534060 -0.0129345 0.0262964 0.0365160 0.9989033 1 4
1403715937.384058 0.6148807 0.0346644 -0.1360589 0.0040775 0.0624896 0.0472317 0.9969191 1 4
1403715937.284058 0.6239719 0.0216027 -0.1243684 0.0084173 0.0859536 0.0579003 0.9945797 1 4
1403715936.634058 0.6646527 -0.0201869 -0.0934579 0.1023682 0.1291435 0.0636104 0.9842746 1 4
1403715937.134058 0.6368373 0.0068422 -0.1048759 0.0302421 0.1148678 0.0647738 0.9908053 1 4
1403715943.134058 0.2483410 0.1182307 0.0361548 -0.1338894 -0.2391279 -0.1200000 0.9541968 1 4
1403715937.834058 0.5757524 0.1167580 -0.1749597 -0.0752388 -0.0338157 0.0128377 0.9965093 1 4
1403715939.184058 0.3936755 0.0675660 0.0592544 -0.0726843 -0.2522174 -0.0938822 0.9603591 1 4
1403715941.234058 0.1507732 -0.1885081 0.1499196 0.0452984 -0.2380496 -0.0513784 0.9688348 1 4
1403715940.134058 0.2403928 -0.0436717 0.2077201 0.1088109 -0.2486690 -0.0451228 0.9613989 1 4
1403715942.234058 0.1288946 -0.1809732 0.1360830 0.0591916 -0.2496629 -0.0346683 0.9659001 1 4
1403715943.034058 0.2545964 0.1056403 0.0169317 -0.1543628 -0.2380465 -0.1123042 0.9523097 1 4
1403715945.434058 0.1527739 -0.0134443 0.1059154 0.1621729 -0.5046017 -0.1178392 0.8397565 1 4
1403715938.234058 0.5412896 0.1572687 -0.1524137 -0.0909244 -0.1206393 -0.0275215 0.9881404 1 4
1403715956.634058 0.0826752 0.0480666 -0.4056916 -0.0676360 0.9845693 0.1524290 0.0530484 1 4
1403715949.334058 0.0314504 0.0748891 -0.0564281 0.0520701 -0.6189719 -0.1667252 0.7657449 1 4
1403715952.484058 -0.1093887 0.0556540 -0.3830455 0.0698908 -0.8863379 -0.1807157 0.4205499 1 4
1403715951.434058 -0.0185314 0.0968602 -0.1921807 -0.0278923 -0.7392036 -0.3276555 0.5877432 1 4
1403715950.384058 -0.1026382 0.1035284 -0.1028662 0.0833341 -0.7492411 -0.2174137 0.6200197 1 4
1403715944.234058 0.1964419 0.0871577 0.1198847 0.0052991 -0.2920929 -0.0517877 0.9549721 1 4
1403715946.484058 0.1864398 -0.0581503 -0.0108026 -0.0639771 -0.5236379 -0.2400154 0.8149251 1 4
1403715947.084058 0.0423880 -0.1154322 -0.0388176 0.1277691 -0.5919995 -0.1073365 0.7884735 1 4
1403715948.134058 0.2228710 0.0008951 -0.1135717 -0.1233796 -0.5365552 -0.2753519 0.7880784 1 4
1403715954.634058 -0.1154955 0.0745923 -0.3822473 0.0898524 -0.9557409 -0.1507078 0.2361633 1 4
1403715955.384058 0.0410778 0.0842508 -0.2981978 0.0022388 -0.8805876 -0.3978981 0.2573667 1 4
1403715959.384058 0.2016146 0.0961228 -0.0870824 -0.0738313 0.8222772 0.4200402 0.3767962 1 4
1403715958.734058 0.2824821 0.1186336 -0.2514753 0.0044881 0.9584157 0.1645520 0.2331133 1 4
1403715958.134058 0.2218252 0.0613985 -0.2121043 -0.0418969 0.9529613 0.2821875 0.1023699 1 4
1403715956.034058 0.0691394 0.0818496 -0.3297225 0.0341207 -0.9377982 -0.3115196 0.1494184 1 4
1403715953.134058 -0.0704312 -0.0050722 -0.2907816 0.0375910 -0.8851051 -0.2796542 0.3700939 1 4
1403715953.884058 -0.0197795 -0.0025272 -0.1690688 -0.0082630 -0.8329191 -0.4787683 0.2774140 1 4
1403715957.134058 0.1146539 -0.0293232 -0.2649835 -0.0439087 0.9321919 0.3516772 0.0735762 1 4
1403715957.634058 0.1634079 -0.0360005 -0.1259925 -0.0405082 0.8462651 0.5289139 0.0494424 1 4
1403715963.284058 0.0705453 0.1822967 -0.2448824 -0.3005190 -0.0980289 -0.0995212 0.9434905 1 5
1403715963.084058 0.0390318 0.1179807 -0.1969138 -0.2255120 -0.0686075 -0.0561475 0.9701983 1 5
1403715963.184058 0.0554784 0.1498499 -0.2253156 -0.2674600 -0.0816007 -0.0821803 0.9565840 1 5
1403715963.384058 0.0835348 0.2146551 -0.2528990 -0.3007894 -0.1212738 -0.1101988 0.9395077 1 5
1403715963.984058 0.1081375 0.3374345 -0.2072116 -0.0783892 -0.2611130 -0.1102073 0.9557874 1 5
1403715964.184058 0.1131943 0.3514087 -0.2076226 -0.1377236 -0.2598949 -0.1531975 0.9434074 1 5
1403715963.434058 0.0881047 0.2289701 -0.2522310 -0.2746692 -0.1365764 -0.1145145 0.9448758 1 5
1403715963.334058 0.0777749 0.1984828 -0.2506051 -0.3083427 -0.1085945 -0.1066983 0.9390141 1 5
1403715963.534058 0.0935593 0.2554618 -0.2447622 -0.1996820 -0.1695132 -0.1165325 0.9580253 1 5
1403715963.634058 0.0973400 0.2792916 -0.2328459 -0.1317289 -0.2009386 -0.1145790 0.9639206 1 5
1403715964.684058 0.0820066 0.3130433 -0.2046767 -0.1240493 -0.2734538 -0.1208657 0.9461640 1 5
1403715964.784058 0.0713382 0.3002474 -0.2030301 -0.1193698 -0.2784472 -0.1016531 0.9475678 1 5
1403715963.834058 0.1041928 0.3178924 -0.2136364 -0.0692066 -0.2448317 -0.1112397 0.9606736 1 5
1403715965.084058 0.0499838 0.2587983 -0.1967704 -0.0678900 -0.2977221 -0.0742482 0.9493365 1 5
1403715964.484058 0.0987855 0.3289171 -0.2079833 -0.1296424 -0.2699622 -0.1317856 0.9449582 1 5
1403715964.584058 0.0911631 0.3216024 -0.2066832 -0.1265315 -0.2702655 -0.1332022 0.9450945 1 5
1403715965.184058 0.0479711 0.2524661 -0.1949332 -0.0589666 -0.3002996 -0.0813048 0.9485424 1 5
1403715964.884058 0.0618641 0.2837978 -0.2013271 -0.1090273 -0.2858657 -0.0821275 0.9484982 1 5
1403715964.984058 0.0543894 0.2695624 -0.1986791 -0.0920688 -0.2917986 -0.0751715 0.9490659 1 5
1403715962.734058 0.0012099 0.0245020 -0.0597496 -0.0763521 -0.0306765 0.0277902 0.9962214 1 5
1403715962.884058 0.0094019 0.0608335 -0.1226929 -0.1390330 -0.0509459 0.0205695 0.9887625 1 5
1403715963.234058 0.0634515 0.1659661 -0.2359641 -0.2844129 -0.0895520 -0.0919733 0.9500688 1 5
1403715963.134058 0.0469330 0.1337589 -0.2120916 -0.2475311 -0.0744653 -0.0715431 0.9633613 1 5
1403715963.034058 0.0303939 0.1027355 -0.1799467 -0.2037930 -0.0634301 -0.0381283 0.9762127 1 5
1403715962.584058 0.0000000 0.0000000 0.0000000 -0.0000000 -0.0000000 -0.0000000 1.0000000 1 5
1403715962.684058 -0.0001613 0.0149950 -0.0392783 -0.0537804 -0.0211494 0.0207757 0.9981126 1 5
1403715962.834058 0.0046323 0.0473926 -0.1020863 -0.1205622 -0.0448414 0.0277292 0.9913048 1 5
1403715962.784058 0.0020918 0.0368907 -0.0809042 -0.0988044 -0.0384922 0.0308473 0.9938836 1 5
1403715962.934058 0.0148859 0.0738958 -0.1421339 -0.1603949 -0.0555557 0.0060598 0.9854696 1 5
1403715962.984058 0.0218054 0.0872985 -0.1615737 -0.1817510 -0.0590094 -0.0172858 0.9814202 1 5
